,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
173,13600523,https://www.airbnb.com/rooms/13600523,20241228025327,2024-12-28,city scrape,Sigma Room @ CCVP in Harvard Square,"Pleasant private Victorian house with private bathroom and private shower, comfortable reading table right in Harvard Square / University with shops, restaurants and parks. About 5 minutes walking distance to the Red Line Subway train station. No. 1 Bus Stop right in front of house to MIT and Boston. Also M2 Harvard University Bus Stop to Longwood Medical Center. Restaurants of all sorts and shops are within walking distance. Charles river nearby, excellent for jugging, biking and walking; etc.",,https://a0.muscache.com/pictures/279bffc0-6a8a-48e6-bae2-c75d4a445ba6.jpg,78459716,https://www.airbnb.com/users/show/78459716,Christiana,2016-06-18,"Boston, MA","Hello-

I am Christiana. Thank you for booking with me. My house is located in the Heart of Harvard Square. A beautiful Hidden Gem, yet located minutes away from everything. Please feel free to message me with any questions and I will be more than happy to get back to you.

God Bless!
",within an hour,100.0,99%,f,https://a0.muscache.com/im/pictures/user/User-78459716/original/b8611642-cdd7-48c5-8b5e-5f3892fa3b95.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-78459716/original/b8611642-cdd7-48c5-8b5e-5f3892fa3b95.jpeg?aki_policy=profile_x_medium,Riverside,7,7,"['email', 'phone']",t,t,,Riverside,,42.37084,-71.11435,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Essentials"", ""Wifi"", ""Self check-in"", ""Carbon monoxide alarm"", ""Hot tub"", ""Mini fridge"", ""Heating"", ""Dryer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Smart lock"", ""Hot water"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Paid parking off premises"", ""Dishes and silverware"", ""Shampoo"", ""Lock on bedroom door"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Fire extinguisher"", ""EV charger"", ""Washer"", ""TV"", ""Backyard"", ""Iron"", ""Hair dryer""]",$150.00,1,29,1,1,1125,1125,1.0,1125.0,,t,30,60,87,343,2024-12-28,408,53,0,2016-07-22,2024-11-26,4.7,4.8,4.47,4.9,4.86,4.96,4.65,STR-15634,f,6,0,6,0,3.97
176,13971507,https://www.airbnb.com/rooms/13971507,20241228025327,2024-12-28,city scrape,"Modern, Private Studio in Inman Sq., Cambridge","Our newly, renovated, elegant Studio is located in the diverse and bustling Inman Square, Cambridge. Our place is great for couples, solo-adventurers and business travelers. Studio200 is private, spacious and has immediate access to transportation and life's amenities just outside the door.  Walk to most Cambridge/Boston popular destinations.","We are in the heart of diverse Inman Square, Cambridge, Massachusetts. The neighborhood is wonderful, safe and has great energy, not to mention great night life and everything you need!  There are many eateries, entertainment venues and sites to visit via walking or taking public transportation.  The MBTA bus system is located just outside the door.   Also, Uber, Zip Car, Lyft and Hubway Bike rentals are all accessible in Inman Square.<br />Boston's oldest, continuously operating improvisational theater troupe, ImprovBoston is located just around the corner on Prospect Street in nearby Central Square. ImprovBoston alumni include Wait Wait... Don't Tell Me! panelist Adam Felber.<br />Studio200 is in a convenient  location with lots to see and do with its' many world class museums, colleges and restaurants. Visit Boston's little Italy, Chinatown or the theatre district where you can take in a movie or live play at the famous Wang Centre.  See the Blue Man Group. <br />Tour Harvard Yard a",https://a0.muscache.com/pictures/9ccb5880-5c79-4c28-a049-0d9d09e3978f.jpg,83305489,https://www.airbnb.com/users/show/83305489,Nelson And Pauline,2016-07-12,"Cambridge, MA","We like to travel, go RVing across country and stay at Airbnbs ourselves.
We enjoy dining out and experiencing the culture and people in the places we visit.  
We take pride and care of our home and we are happy to share it with our guests.",within an hour,100.0,33%,f,https://a0.muscache.com/im/pictures/user/49d95005-dc89-4354-91c3-bb758dfee432.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/49d95005-dc89-4354-91c3-bb758dfee432.jpg?aki_policy=profile_x_medium,Cambridge,1,1,"['email', 'phone', 'work_email']",t,f,Neighborhood highlights,Mid-Cambridge,,42.37267,-71.10078,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Essentials"", ""Wifi"", ""Ethernet connection"", ""Self check-in"", ""Bed linens"", ""Carbon monoxide alarm"", ""Single level home"", ""Heating"", ""Stove"", ""Dryer"", ""Shower gel"", ""Smoke alarm"", ""Keypad"", ""First aid kit"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Room-darkening shades"", ""Hangers"", ""Coffee maker"", ""Paid parking off premises"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Dishwasher"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Cooking basics"", ""Shared backyard \u2013 Not fully fenced"", ""Indoor fireplace"", ""Microwave"", ""Air conditioning"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Washer"", ""TV"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$175.00,30,31,1,31,31,31,29.8,31.0,,t,11,11,11,265,2024-12-28,92,1,0,2016-08-05,2024-10-31,4.97,4.97,4.99,5.0,4.99,4.94,4.87,,f,1,1,0,0,0.9
177,14142611,https://www.airbnb.com/rooms/14142611,20241228025327,2024-12-28,city scrape,Best Location! MIT Harvard MGH Boston HULT,"My place is close to MIT, MGH, Harvard, Boston, Public Transportation. You’ll love it because It's quiet and feels like a tree house in Boston. My place is good for solo adventurers and business travelers.","The place is very close (7 minute walk) to the subway (Lechmere Station on Green Line) and to the river (great runs having the skyline of the city on the other side of the river!) restaurants, a huge grocery store, mall, coffee shops, French bakery, MIT, etc.",https://a0.muscache.com/pictures/cffca019-070d-43b9-aff7-e43be04e4814.jpg,42927628,https://www.airbnb.com/users/show/42927628,Gema,2015-08-30,"Cambridge, MA","I am a legal Spanish interpreter, love what I do & think Airbnb is really cool. My two cats Amadeus Mozart and Dizzy Gillespie make me smile. Amadeus is white and Dizzy is black.  Love music, ballet and pretty much any artistic expression, and I also love to go to a warm beach for a week during Boston winters.",within an hour,100.0,100%,t,https://a0.muscache.com/im/pictures/user/ea9dd6f4-c3e9-4ba7-a876-e80a54f4558e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ea9dd6f4-c3e9-4ba7-a876-e80a54f4558e.jpg?aki_policy=profile_x_medium,Cambridge,4,4,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,East Cambridge,,42.36995,-71.08231,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Essentials"", ""Wifi"", ""Host greets you"", ""Carbon monoxide alarm"", ""Heating"", ""Stove"", ""Dryer"", ""Smoke alarm"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Hangers"", ""Coffee maker"", ""Paid parking off premises"", ""Dishes and silverware"", ""Shampoo"", ""Lock on bedroom door"", ""Dishwasher"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Washer"", ""Backyard"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$153.00,3,90,3,3,1125,1125,3.0,1125.0,,t,26,56,86,344,2024-12-28,196,19,0,2016-07-28,2024-11-02,4.81,4.85,4.83,4.84,4.89,4.88,4.69,C0217920491,f,4,0,4,0,1.91
180,14214169,https://www.airbnb.com/rooms/14214169,20241228025327,2024-12-28,city scrape,A Lovely Private Room in the heart of Cambridge,"Ideal location, just steps from Harvard Square. Enjoy a sunny room in a top floor condominium, close to Harvard University, the Red Line T stop, and with many restaurants, coffeehouses, and bakeries within walking distance. Your host and her gentle cat enjoy having guests. Available to a guest is a double sized bed, shared bathroom, and use of the flower- filled super-sized deck. There are limited kitchen privileges. The unit is on the third floor, no elevator.<br />The price in non-negotiable.","The listing is two blocks from Harvard Law School, 4 blocks from Harvard Yard and Harvard Square.  The Center for Astrophysics (CFA) and Leslie University are two blocks in either direction and Tufts University is one subway stop away. Massachusetts General Hospital (MGH) is three subway stops away on the red line from Harvard Square",https://a0.muscache.com/pictures/7889d38c-6a99-49e1-9936-ecfbe84ccf7e.jpg,86315677,https://www.airbnb.com/users/show/86315677,Irene,2016-07-27,,,within an hour,100.0,94%,t,https://a0.muscache.com/im/pictures/user/7dd8bb27-f03c-4eb9-b433-14982b441646.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7dd8bb27-f03c-4eb9-b433-14982b441646.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Neighborhood Nine,,42.38122,-71.12098,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Essentials"", ""Wifi"", ""Free street parking"", ""Host greets you"", ""Carbon monoxide alarm"", ""Heating"", ""Body soap"", ""Bathtub"", ""Dryer"", ""Smoke alarm"", ""First aid kit"", ""Luggage dropoff allowed"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Shampoo"", ""Hot water kettle"", ""Shared patio or balcony"", ""Microwave"", ""Books and reading material"", ""Air conditioning"", ""Clothing storage: closet and dresser"", ""Washer"", ""Iron"", ""Hair dryer""]",$100.00,2,5,2,2,5,5,2.0,5.0,,t,20,44,58,286,2024-12-28,267,56,3,2016-10-23,2024-12-25,4.98,4.99,4.95,4.97,4.98,4.97,4.96,STR-13659,f,1,0,1,0,2.68
183,14449525,https://www.airbnb.com/rooms/14449525,20241228025327,2024-12-28,city scrape,"Convenience, Cozy, and Free Parking","Due to severe allergies that my spouse has, we are UNABLE to host any animals on our property as we share a central AC/heating. <br /><br />Furnished basement STUDIO- cozy, comfortable, and luxurious place- historic neighborhood with peace.<br /><br />Private laundry in the unit-kitchenette, Hi-speed Internet - free parking on street<br />3/4 min walking to MBTA bus lines 71,74and 75<br />20 -/+ mins walking to Harvard Square<br />Walking dist to Hospitals, supermarkets, restaurants, cafes, Fresh Pond Lake and Mount A. Cemetery","Our place is in an historic, green and peaceful neighborhood of Cambridge.",https://a0.muscache.com/pictures/7d7d04f4-8239-44bc-9867-c1a53c81961a.jpg,3603745,https://www.airbnb.com/users/show/3603745,Leyla,2012-09-18,,"I am a an entrepreneur in fashion and urban designer. 

My spouse is a biotech entrepreneur. We have two little precious children, two active but cute kids. My spouse, our kids, and I have traveled in the North, South, and Central America, Europe, Middle East, and Asia so far. We love to discover different cultures and meet people from these beautiful, lovely, and nice societies. 

We would be very much happy to host you in our lovely, warm, and friendly place which is disinfected and cleaned properly all the time. Please feel free to interact with us, share your experience, tell us your stories and be part of ""the moment"" that could give all of us a different point of view about each other, our wonderful planet, and life! 

We tend to give privacy to our guests, so feel free to let us know if you would like to get in touch in person. We are more than happy to say hi in person. 

You are more than welcome to be part of our neighborhood by following CDC's health requirements due to the COVID-19 pandemic, respectfully! 
",within an hour,100.0,97%,t,https://a0.muscache.com/im/pictures/user/62a0a034-1132-42e2-ae9e-7907150adedb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/62a0a034-1132-42e2-ae9e-7907150adedb.jpg?aki_policy=profile_x_medium,Cambridge,1,1,"['email', 'phone']",t,t,Neighborhood highlights,West Cambridge,,42.37688,-71.14396,Entire guest suite,Entire home/apt,2,1.0,1 bath,0.0,2.0,"[""Essentials"", ""Children\u2019s dinnerware"", ""Central air conditioning"", ""Mixed conditioner"", ""Free street parking"", ""Self check-in"", ""Bed linens"", ""Electric stove"", ""Mixed brands body soap"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Laundromat nearby"", ""Mini fridge"", ""Heating"", ""Drying rack for clothing"", ""Portable air conditioning"", ""Shower gel"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""43 inch HDTV with Netflix, Roku, standard cable, Amazon Prime Video, Hulu"", ""Keypad"", ""Baking sheet"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Luggage dropoff allowed"", ""Toaster"", ""Kitchenette"", ""Portable fans"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Outlet covers"", ""Dishwasher"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Long term stays allowed"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Children\u2019s books and toys"", ""Microwave"", ""Books and reading material"", ""Clothing storage: closet and dresser"", ""Fire extinguisher"", ""Outdoor furniture"", ""Free washer \u2013 In unit"", ""Exterior security cameras on property"", ""Board games"", ""Wifi \u2013 43 Mbps"", ""Iron"", ""Baby safety gates"", ""Hair dryer""]",$125.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,14,44,53,312,2024-12-28,317,24,0,2016-08-29,2024-11-10,4.87,4.94,4.96,4.97,4.97,4.9,4.86,STR-13635,f,1,1,0,0,3.12
185,14536322,https://www.airbnb.com/rooms/14536322,20241228025327,2024-12-28,city scrape,Omega Room @ CCVP in Harvard Square,"Exquisite garden level (semi basement) room in a Victorian house in Harvard Square/Harvard University. Harvard schools within few minutes of walk. Three blocks to the Harvard Sq. Red line subway train. #1 Bus Stop and Harvard LMA to MIT, Boston, and Longwood Medical Center in front of house. Restaurants of all sorts and shops are within walking distance.","Safe, in the midst of all Harvard Square actions and shops.",https://a0.muscache.com/pictures/b45f2825-db38-4990-83ee-7389520d7d66.jpg,78459716,https://www.airbnb.com/users/show/78459716,Christiana,2016-06-18,"Boston, MA","Hello-

I am Christiana. Thank you for booking with me. My house is located in the Heart of Harvard Square. A beautiful Hidden Gem, yet located minutes away from everything. Please feel free to message me with any questions and I will be more than happy to get back to you.

God Bless!
",within an hour,100.0,99%,f,https://a0.muscache.com/im/pictures/user/User-78459716/original/b8611642-cdd7-48c5-8b5e-5f3892fa3b95.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-78459716/original/b8611642-cdd7-48c5-8b5e-5f3892fa3b95.jpeg?aki_policy=profile_x_medium,Riverside,7,7,"['email', 'phone']",t,t,Neighborhood highlights,Mid-Cambridge,,42.37054,-71.11269,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Essentials"", ""Wifi"", ""Self check-in"", ""Window AC unit"", ""Carbon monoxide alarm"", ""Heating"", ""Dryer"", ""Smoke alarm"", ""Keypad"", ""First aid kit"", ""Hot water"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Paid parking off premises"", ""Private entrance"", ""Shampoo"", ""Patio or balcony"", ""Lock on bedroom door"", ""Cooking basics"", ""Fire extinguisher"", ""Washer"", ""TV"", ""Backyard"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$123.00,1,29,1,1,1125,1125,1.0,1125.0,,t,26,56,86,346,2024-12-28,359,32,0,2016-09-06,2024-11-24,4.7,4.79,4.62,4.85,4.88,4.97,4.7,STR-15634,t,6,0,6,0,3.55
189,14759578,https://www.airbnb.com/rooms/14759578,20241228025327,2024-12-28,city scrape,"East Cambridge, MIT, Kendall & free parking!","Very close to Boston & Logan Airport, & Kendall Square.  Comfortable 3rd floor studio apartment in a 3-family home.  <br />There is a queen bed, & a single bed.<br />Historic pine hardwood floors, high ceilings, granite kitchen counter top, new bathroom.  Walk to Green and Red T stations.  Visitor Parking Pass gives you free parking in my East Cambridge neighborhood.<br />Taking a break & I do not have cable TV.  Maybe this is good?!","East Cambridge has everything!  Stop & Shop supermarket, Dunkin Donuts, New Deal Fish Market, Lone Star Taco Bar, local shops, Cambridgeside Galleria Mall.",https://a0.muscache.com/pictures/7fc75a1b-b307-4d55-896f-ff62088939f1.jpg,92029664,https://www.airbnb.com/users/show/92029664,Robert,2016-08-26,"Cambridge, MA",,within an hour,100.0,100%,t,https://a0.muscache.com/im/pictures/user/e324641e-caa1-4b11-b80b-b30287598497.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e324641e-caa1-4b11-b80b-b30287598497.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,East Cambridge,,42.37128,-71.08607,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Essentials"", ""Wifi"", ""Free street parking"", ""Self check-in"", ""Bed linens"", ""Lockbox"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Heating"", ""Stove"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Shampoo"", ""Extra pillows and blankets"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""Fire extinguisher"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$141.00,2,19,1,4,19,19,2.1,19.0,,t,14,26,38,67,2024-12-28,251,35,0,2016-08-31,2024-11-24,4.84,4.91,4.68,4.96,4.98,4.9,4.71,,t,1,1,0,0,2.48
193,15056521,https://www.airbnb.com/rooms/15056521,20241228025327,2024-12-28,city scrape,Cambridge Vacation Rental Rooms M807 #2,"Private room in spacious,  luxurious home  with common kitchen, living and dining rooms,  porch and deck. The  3 bedroom house offers 2  rooms  (rent separately), each with private bath w/ Jacuzzi. It is decorated with a sophisticated eye & high-end materials. Close to Harvard, MIT.  Quiet street. 10 minute walk to metro. 1 stop to Harvard. 3 stops to Freedom Trail & attractions.  One queen bed and a single air mattress for a small person $30.  Read below about parking.","Very nice quiet neighborhood, very convenient to restaurants and shops and the metro.",https://a0.muscache.com/pictures/8109994b-c872-40a2-9c01-5bdd3ec44266.jpg,32532791,https://www.airbnb.com/users/show/32532791,Marie,2015-05-03,"Boston, MA","I am the owner of a small local and reputable company representing accommodations in Metro Boston since 1981 and a long-standing member of the Greater Boston Convention and Visitors Bureau, Massachusetts Lodging Association and Professional Association of Innkeepers International. We own, manage and work closely with each property owner to ensure that they meet safety standards, are well maintained, clean and in desirable locations, giving you comfort in knowing there are no scams and meeting your expectations.  Our team at Bed and Breakfast Associates Bay Colony have detailed knowledge of the accommodations and locations. We encourage phone conversations, give personal attention to each inquiry, and are totally committed to providing each guest with exceptional quality, value and customer service.  ",within a few hours,100.0,79%,t,https://a0.muscache.com/im/users/32532791/profile_pic/1430696380/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/32532791/profile_pic/1430696380/original.jpg?aki_policy=profile_x_medium,South End,10,18,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,The Port,,42.37019,-71.09931,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Essentials"", ""Central air conditioning"", ""Wifi"", ""Free street parking"", ""Self check-in"", ""Bed linens"", ""Freezer"", ""Lockbox"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Outdoor dining area"", ""Free washer \u2013 In building"", ""Stove"", ""Coffee maker: drip coffee maker"", ""Body soap"", ""Bathtub"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""HDTV with standard cable"", ""Luggage dropoff allowed"", ""Toaster"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Free dryer \u2013 In building"", ""Hangers"", ""Central heating"", ""Dishes and silverware"", ""Shampoo"", ""Lock on bedroom door"", ""Dishwasher"", ""Hot water kettle"", ""Shared patio or balcony"", ""Cooking basics"", ""Microwave"", ""Clothing storage: closet and dresser"", ""Fire extinguisher"", ""Outdoor furniture"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$169.00,3,14,3,3,14,14,3.0,14.0,,t,0,0,0,0,2024-12-28,53,5,0,2016-10-20,2024-08-11,4.96,4.96,4.96,4.87,4.85,4.94,4.85,STR-12096,f,2,0,2,0,0.53
194,15084907,https://www.airbnb.com/rooms/15084907,20241228025327,2024-12-28,city scrape,Sunny & Spacious w/FREE parking near Kendall/MIT,"Sunny, immaculate & special apartment located in Kendall/E. Cambridge w/700 sq. ft and free parking. This 3rd floor, wood and nature inspired space is perfect for anyone seeking a productive & comfy setting. Welcome basket, plush bedding, & wifi w/separate work space included.<br /><br />Walking distance to Kendall & Lechmere trains. Steps from vibrant Kendall Sq., MIT, Galleria Mall, MOS, Charles River & lots of restaurants.","We are nestled on the edge of East Cambridge close to Lechmere, 3rd Street and Kendall Square/MIT. There's a park and community garden across the street plus lots of restaurants within walking distance.",https://a0.muscache.com/pictures/0d45d26a-0d8e-4590-ad12-88ad8b980ed4.jpg,95410982,https://www.airbnb.com/users/show/95410982,Kemi,2016-09-16,,"I am a lifelong Cambridge resident w/my husband and 2 kids, so I know all of the “Best Kept Secret” spots - places to eat, spots to go and Boston's hidden gems. 
 I enjoy traveling the world, curious conversations and eclectic foods. 
 I'm known for my hospitality and amazing cakes!",within an hour,100.0,98%,t,https://a0.muscache.com/im/pictures/user/dd4177e8-5a2d-4792-8c5b-5d7e8290cb15.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dd4177e8-5a2d-4792-8c5b-5d7e8290cb15.jpg?aki_policy=profile_x_medium,Cambridge,1,1,"['email', 'phone']",t,t,Neighborhood highlights,East Cambridge,,42.367027,-71.079163,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,3.0,"[""Essentials"", ""Wifi"", ""Self check-in"", ""Bed linens"", ""Freezer"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Laundromat nearby"", ""Heating"", ""Stove"", ""Coffee"", ""Bathtub"", ""Shower gel"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""Dove body soap"", ""Baking sheet"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Smart lock"", ""Toaster"", ""Portable fans"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Room-darkening shades"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Shampoo"", ""Outlet covers"", ""Suave conditioner"", ""Extra pillows and blankets"", ""Dishwasher"", ""Hot water kettle"", ""Patio or balcony"", ""Cooking basics"", ""Children\u2019s books and toys"", ""Microwave"", ""Books and reading material"", ""Air conditioning"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Board games"", ""43 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Hulu, Netflix"", ""Iron"", ""Baby safety gates"", ""Hair dryer"", ""Kitchen""]",$175.00,5,30,5,14,30,1125,10.6,443.7,,t,8,33,60,107,2024-12-28,252,28,3,2016-12-28,2024-12-13,4.97,4.96,4.94,4.99,5.0,4.89,4.84,C0200780491,f,1,1,0,0,2.59
202,15512578,https://www.airbnb.com/rooms/15512578,20241228025327,2024-12-28,city scrape,private studio near Harvard/MIT,"My place has everything you need for a comfortable, easy stay in Cambridge: a  keyless entry to a completely separate studio space allows you to arrive anytime after 3,  so no worries if you arrive on the late side. You''ll find a queen sized bed, microwave/fridge/coffeemaker,  streaming TV, comfortable recliner and a desk chair for when you're working.  We're walking distance from Kendal, Central, and Harvard Squares.  On street parking in our neighborhood using our visitor pass, upon request.","Our neighborhood has a mix of younger professionals, families, and students. We're right next to a city park, 5 minutes from Central Square, and walking distance from Harvard Square and Kendal Square. Central Square has a big collection of restaurants, from alternative vegetarian to Indian, Chinese, the best sushi restaurant in Cambridge, and many more.",https://a0.muscache.com/pictures/06c8955d-ffc0-402b-9c7a-2cad37ebec95.jpg,11659356,https://www.airbnb.com/users/show/11659356,Sue,2014-01-26,"Cambridge, MA","When I travel, I want to feel comfortable and at home wherever I'm visiting, as much like I""m living there as possible.  That's what we've created here: a comfortable little home smack in the middle of Cambridge, 5 minutes from the MBTA subway system, and a lovely walk to Harvard in one direction and MIT/Kendal Square in the other.",within an hour,100.0,99%,t,https://a0.muscache.com/im/pictures/user/User/original/34281e62-baa3-46ff-8b63-1dd927b0f247.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/34281e62-baa3-46ff-8b63-1dd927b0f247.jpeg?aki_policy=profile_x_medium,Cambridge,1,1,"['email', 'phone']",t,t,Neighborhood highlights,The Port,,42.36672,-71.09938,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Wifi"", ""Free street parking"", ""Self check-in"", ""Bed linens"", ""Carbon monoxide alarm"", ""Heating"", ""Shower gel"", ""Smoke alarm"", ""Smart lock"", ""TV with standard cable"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Coffee maker"", ""Private entrance"", ""Shampoo"", ""Extra pillows and blankets"", ""Microwave"", ""Air conditioning"", ""Fire extinguisher"", ""Iron"", ""Hair dryer""]",$150.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,17,37,53,280,2024-12-28,359,49,3,2017-02-05,2024-12-15,4.94,4.97,4.95,4.99,4.98,4.96,4.78,C0056470491,f,1,1,0,0,3.73
