,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
187,14754163,https://www.airbnb.com/rooms/14754163,20241228025327,2024-12-28,previous scrape,One Bedroom Close to MIT (1522),"Comfortably furnished private room with private en-suite bathroom. Close to MIT, Harvard, and 10 minutes from downtown Boston by train. Secure building with live-in property manager.",,https://a0.muscache.com/pictures/68aef03a-5076-4098-80e9-19ec0ce6ab37.jpg,51079261,https://www.airbnb.com/users/show/51079261,Riverside,2015-12-11,"Cambridge, MA","Temporary Housing available for College Students or Visiting Boston for Business or Pleasure. We have multiple locations throughout Cambridge/Boston. Weekly and monthly discounts for extended stay. 
2222 Mass Ave, Cambridge (a few blocks from Porter Square)
5 Lee Street, Cambridge (in the heart of Harvard Square)
11 - 15 Green Street, Cambridge ( 2 blocks from MIT and Central Square)
508 Beacon Street, Boston (across the bridge from MIT)",within a few hours,100%,100%,t,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_x_medium,Cambridge,57,60,['phone'],t,t,,Cambridgeport,,42.36185,-71.09989,Private room in rental unit,Private room,1,,1 private bath,1.0,,"[""Essentials"", ""Heating"", ""Wifi"", ""Hot water"", ""Air conditioning"", ""Fire extinguisher"", ""Bed linens"", ""Host greets you"", ""Smoke alarm"", ""Hangers"", ""TV"", ""Iron"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hair dryer""]",,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2024-12-28,68,0,0,2016-09-28,2019-11-10,4.78,4.9,4.84,4.88,4.93,4.85,4.72,10794,f,23,0,23,0,0.68
188,14758794,https://www.airbnb.com/rooms/14758794,20241228025327,2024-12-28,previous scrape,One Bedroom Close to MIT (1552),"Comfortably furnished private room. Private en-suite bathroom. Close to MIT, Harvard, and 10 minutes from downtown Boston by train. Secure building with live-in property manager.",,https://a0.muscache.com/pictures/6ae9009c-c046-4669-84cb-1c5b8ba8377c.jpg,51079261,https://www.airbnb.com/users/show/51079261,Riverside,2015-12-11,"Cambridge, MA","Temporary Housing available for College Students or Visiting Boston for Business or Pleasure. We have multiple locations throughout Cambridge/Boston. Weekly and monthly discounts for extended stay. 
2222 Mass Ave, Cambridge (a few blocks from Porter Square)
5 Lee Street, Cambridge (in the heart of Harvard Square)
11 - 15 Green Street, Cambridge ( 2 blocks from MIT and Central Square)
508 Beacon Street, Boston (across the bridge from MIT)",within a few hours,100%,100%,t,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_x_medium,Cambridge,57,60,['phone'],t,t,,Cambridgeport,,42.36213,-71.10004,Private room in rental unit,Private room,1,,1 private bath,1.0,,"[""Essentials"", ""Heating"", ""Wifi"", ""Microwave"", ""Hot water"", ""Air conditioning"", ""Refrigerator"", ""Fire extinguisher"", ""Bed linens"", ""Host greets you"", ""Smoke alarm"", ""Hangers"", ""TV"", ""Coffee maker"", ""Iron"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hair dryer""]",,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2024-12-28,52,0,0,2016-09-06,2020-02-13,4.88,4.96,4.88,4.85,4.92,4.94,4.65,10794,f,23,0,23,0,0.51
189,14759578,https://www.airbnb.com/rooms/14759578,20241228025327,2024-12-28,city scrape,"East Cambridge, MIT, Kendall & free parking!","Very close to Boston & Logan Airport, & Kendall Square.  Comfortable 3rd floor studio apartment in a 3-family home.  <br />There is a queen bed, & a single bed.<br />Historic pine hardwood floors, high ceilings, granite kitchen counter top, new bathroom.  Walk to Green and Red T stations.  Visitor Parking Pass gives you free parking in my East Cambridge neighborhood.<br />Taking a break & I do not have cable TV.  Maybe this is good?!","East Cambridge has everything!  Stop & Shop supermarket, Dunkin Donuts, New Deal Fish Market, Lone Star Taco Bar, local shops, Cambridgeside Galleria Mall.",https://a0.muscache.com/pictures/7fc75a1b-b307-4d55-896f-ff62088939f1.jpg,92029664,https://www.airbnb.com/users/show/92029664,Robert,2016-08-26,"Cambridge, MA",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/e324641e-caa1-4b11-b80b-b30287598497.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e324641e-caa1-4b11-b80b-b30287598497.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,East Cambridge,,42.37128,-71.08607,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Essentials"", ""Wifi"", ""Free street parking"", ""Self check-in"", ""Bed linens"", ""Lockbox"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Heating"", ""Stove"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Shampoo"", ""Extra pillows and blankets"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""Fire extinguisher"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$141.00,2,19,1,4,19,19,2.1,19.0,,t,14,26,38,67,2024-12-28,251,35,0,2016-08-31,2024-11-24,4.84,4.91,4.68,4.96,4.98,4.9,4.71,,t,1,1,0,0,2.48
190,14841218,https://www.airbnb.com/rooms/14841218,20241228025327,2024-12-28,city scrape,"Quiet 2 Bedroom Apartment near MIT, BU & HBS","Our private 2 bedroom apt. is in an antique home on a quiet street. In addition to the two air-conditioned bedrooms, it has a living room, kitchen/dining room and a full bath. 10 minute walk to Central Square 'T' station, BU bridge, Trader Joe's and Whole Foods. WiFi. Due to recent city short-term rental regulations limiting homeowners to one apartment, we must have guests book our 2 bedroom apartment for 90+ days or longer. Please send a message to discuss making your dates work.",,https://a0.muscache.com/pictures/miso/Hosting-14841218/original/c00d04a0-59e8-4b09-a9ec-eb8e647420b5.jpeg,5074009,https://www.airbnb.com/users/show/5074009,Jeff&Liz,2013-02-13,"Cambridge, MA","We have lived in Cambridge MA for over 30 years. We love the New England area and embrace all four seasons as well as the food and activities that come with them. In addition to loving this area, we both like to travel as much as we can. After all the years in Cambridge, we still love to discover new restaurants and activities in the Boston area and are looking forward to sharing those places with you when you come to visit. Our apartment is close to farmers' markets, interesting bars and restaurants, and public transportation to go anywhere in Boston or Cambridge. We are a 10 minute walk to the Charles River and its hike and bike paths as well as several Hubway bike rental spots. We'll happily loan you helmets! You can walk to Harvard, MIT and BU from our central location and even downtown Boston is only a little over a 1/2 hour walk. There's so much to see and do in this historic and interesting neighborhood. Come visit!",within an hour,100%,88%,t,https://a0.muscache.com/im/users/5074009/profile_pic/1362055783/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5074009/profile_pic/1362055783/original.jpg?aki_policy=profile_x_medium,Cambridge,2,2,"['email', 'phone', 'work_email']",t,t,,Cambridgeport,,42.35955047607422,-71.10848236083984,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Essentials"", ""Ethernet connection"", ""Free street parking"", ""Trader Joe's body soap"", ""Portable heater"", ""Shared BBQ grill: charcoal"", ""Self check-in"", ""Bed linens"", ""Fast wifi \u2013 351 Mbps"", ""Lockbox"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Single oven"", ""Free washer \u2013 In building"", ""Bathtub"", ""Drying rack for clothing"", ""Trader Joe's shampoo"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""Baking sheet"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Luggage dropoff allowed"", ""Toaster"", ""49 inch HDTV with Roku, DVD player"", ""Cleaning available during stay"", ""Hot water"", ""Refrigerator"", ""Rice maker"", ""Dedicated workspace"", ""Free dryer \u2013 In building"", ""Hangers"", ""Coffee maker"", ""Central heating"", ""Dishes and silverware"", ""Blender"", ""Barbecue utensils"", ""Private entrance"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Gas stove"", ""Cooking basics"", ""Microwave"", ""Clothing storage: closet and dresser"", ""Fire extinguisher"", ""Outdoor furniture"", ""Iron"", ""Trader Joe's conditioner"", ""Hair dryer"", ""Kitchen""]",$249.00,105,150,91,105,150,150,100.1,150.0,,t,21,51,81,171,2024-12-28,17,0,0,2016-09-07,2023-12-19,4.94,4.82,4.76,5.0,5.0,4.88,4.71,,f,2,2,0,0,0.17
192,15023471,https://www.airbnb.com/rooms/15023471,20241228025327,2024-12-28,city scrape,Phil's Harvard & MIT Home,"* An entire apartment with a Harvard bedroom and an MIT bedroom<br /><br />Right at the heart of Harvard University, we are seconds away from university facilities and key attractions, making it a perfect place to stay if you are interested in exploring Harvard. The house is in traditional Victorian style with a lot of history while the interior was renovated in 2016. There are two bedrooms of unique styles: The Harvard and MIT rooms.<br /><br />* Please view my other listings for renting one of the bedrooms only","The victorian house locates in the Mid-Cambridge with tree-lined streets of traditional wood-frame homes. It next to Harvard Square, bustling with students, tourists， and buskers, is full of gastropubs, cafes, bookshops, and boutiques. It just a few blocks to Harvard Yard, the leafy core of Harvard University.",https://a0.muscache.com/pictures/397301b6-4a66-474e-a69d-d29a1f839c7b.jpg,6627353,https://www.airbnb.com/users/show/6627353,Phil,2013-05-28,"Cambridge, MA","Passion: Fine Art, Music and Philosophy
Lived and traveled to lots of places in the world: Shanghai, Boston, San Francisco, South Aferica, Spain. 
Favorite place in Europe: Barcelona, Spain
Favorite place in the US: Cambridge, MA 
Favorite color: Traffic Cone Orange
Favorite movie: Gran Torino",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/26edeb53-2da3-4430-904c-2360f2fcbb67.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/26edeb53-2da3-4430-904c-2360f2fcbb67.jpg?aki_policy=profile_x_medium,Harvard Square,1,3,"['email', 'phone']",t,t,Neighborhood highlights,Mid-Cambridge,,42.37522,-71.11034,Entire villa,Entire home/apt,5,2.0,2 baths,2.0,2.0,"[""Essentials"", ""Kitchen Aid stainless steel gas stove"", ""Wifi"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Ethernet connection"", ""Free street parking"", ""Self check-in"", ""Baby bath"", ""Bed linens"", ""Freezer"", ""Conditioner"", ""Window AC unit"", ""Ceiling fan"", ""Lockbox"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Babysitter recommendations"", ""Paid parking garage on premises"", ""Free washer \u2013 In building"", ""Single level home"", ""Heating"", ""Coffee"", ""Bathtub"", ""Body soap"", ""Shower gel"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""Baking sheet"", ""First aid kit"", ""Kitchen Aid refrigerator"", ""Luggage dropoff allowed"", ""Toaster"", ""TV with standard cable"", ""Portable fans"", ""Hot water"", ""Crib - available upon request"", ""Rice maker"", ""Dedicated workspace"", ""Free dryer \u2013 In building"", ""Hangers"", ""Dishes and silverware"", ""Shampoo"", ""Dishwasher"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Coffee maker: drip coffee maker, espresso machine"", ""Long term stays allowed"", ""Cooking basics"", ""Children\u2019s books and toys"", ""Microwave"", ""Kitchen Aid stainless steel oven"", ""Books and reading material"", ""Fire extinguisher"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$294.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,5,21,45,104,2024-12-28,237,62,2,2017-06-15,2024-12-12,4.99,4.97,4.99,4.96,4.99,4.98,4.84,STR-15209,f,1,1,0,0,2.58
193,15056521,https://www.airbnb.com/rooms/15056521,20241228025327,2024-12-28,city scrape,Cambridge Vacation Rental Rooms M807 #2,"Private room in spacious,  luxurious home  with common kitchen, living and dining rooms,  porch and deck. The  3 bedroom house offers 2  rooms  (rent separately), each with private bath w/ Jacuzzi. It is decorated with a sophisticated eye & high-end materials. Close to Harvard, MIT.  Quiet street. 10 minute walk to metro. 1 stop to Harvard. 3 stops to Freedom Trail & attractions.  One queen bed and a single air mattress for a small person $30.  Read below about parking.","Very nice quiet neighborhood, very convenient to restaurants and shops and the metro.",https://a0.muscache.com/pictures/8109994b-c872-40a2-9c01-5bdd3ec44266.jpg,32532791,https://www.airbnb.com/users/show/32532791,Marie,2015-05-03,"Boston, MA","I am the owner of a small local and reputable company representing accommodations in Metro Boston since 1981 and a long-standing member of the Greater Boston Convention and Visitors Bureau, Massachusetts Lodging Association and Professional Association of Innkeepers International. We own, manage and work closely with each property owner to ensure that they meet safety standards, are well maintained, clean and in desirable locations, giving you comfort in knowing there are no scams and meeting your expectations.  Our team at Bed and Breakfast Associates Bay Colony have detailed knowledge of the accommodations and locations. We encourage phone conversations, give personal attention to each inquiry, and are totally committed to providing each guest with exceptional quality, value and customer service.  ",within a few hours,100%,79%,t,https://a0.muscache.com/im/users/32532791/profile_pic/1430696380/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/32532791/profile_pic/1430696380/original.jpg?aki_policy=profile_x_medium,South End,10,18,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,The Port,,42.37019,-71.09931,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Essentials"", ""Central air conditioning"", ""Wifi"", ""Free street parking"", ""Self check-in"", ""Bed linens"", ""Freezer"", ""Lockbox"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Outdoor dining area"", ""Free washer \u2013 In building"", ""Stove"", ""Coffee maker: drip coffee maker"", ""Body soap"", ""Bathtub"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""HDTV with standard cable"", ""Luggage dropoff allowed"", ""Toaster"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Free dryer \u2013 In building"", ""Hangers"", ""Central heating"", ""Dishes and silverware"", ""Shampoo"", ""Lock on bedroom door"", ""Dishwasher"", ""Hot water kettle"", ""Shared patio or balcony"", ""Cooking basics"", ""Microwave"", ""Clothing storage: closet and dresser"", ""Fire extinguisher"", ""Outdoor furniture"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$169.00,3,14,3,3,14,14,3.0,14.0,,t,0,0,0,0,2024-12-28,53,5,0,2016-10-20,2024-08-11,4.96,4.96,4.96,4.87,4.85,4.94,4.85,STR-12096,f,2,0,2,0,0.53
194,15084907,https://www.airbnb.com/rooms/15084907,20241228025327,2024-12-28,city scrape,Sunny & Spacious w/FREE parking near Kendall/MIT,"Sunny, immaculate & special apartment located in Kendall/E. Cambridge w/700 sq. ft and free parking. This 3rd floor, wood and nature inspired space is perfect for anyone seeking a productive & comfy setting. Welcome basket, plush bedding, & wifi w/separate work space included.<br /><br />Walking distance to Kendall & Lechmere trains. Steps from vibrant Kendall Sq., MIT, Galleria Mall, MOS, Charles River & lots of restaurants.","We are nestled on the edge of East Cambridge close to Lechmere, 3rd Street and Kendall Square/MIT. There's a park and community garden across the street plus lots of restaurants within walking distance.",https://a0.muscache.com/pictures/0d45d26a-0d8e-4590-ad12-88ad8b980ed4.jpg,95410982,https://www.airbnb.com/users/show/95410982,Kemi,2016-09-16,,"I am a lifelong Cambridge resident w/my husband and 2 kids, so I know all of the “Best Kept Secret” spots - places to eat, spots to go and Boston's hidden gems. 
 I enjoy traveling the world, curious conversations and eclectic foods. 
 I'm known for my hospitality and amazing cakes!",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/dd4177e8-5a2d-4792-8c5b-5d7e8290cb15.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dd4177e8-5a2d-4792-8c5b-5d7e8290cb15.jpg?aki_policy=profile_x_medium,Cambridge,1,1,"['email', 'phone']",t,t,Neighborhood highlights,East Cambridge,,42.367027,-71.079163,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,3.0,"[""Essentials"", ""Wifi"", ""Self check-in"", ""Bed linens"", ""Freezer"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Laundromat nearby"", ""Heating"", ""Stove"", ""Coffee"", ""Bathtub"", ""Shower gel"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""Dove body soap"", ""Baking sheet"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Smart lock"", ""Toaster"", ""Portable fans"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Room-darkening shades"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Shampoo"", ""Outlet covers"", ""Suave conditioner"", ""Extra pillows and blankets"", ""Dishwasher"", ""Hot water kettle"", ""Patio or balcony"", ""Cooking basics"", ""Children\u2019s books and toys"", ""Microwave"", ""Books and reading material"", ""Air conditioning"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Board games"", ""43 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Hulu, Netflix"", ""Iron"", ""Baby safety gates"", ""Hair dryer"", ""Kitchen""]",$175.00,5,30,5,14,30,1125,10.6,443.7,,t,8,33,60,107,2024-12-28,252,28,3,2016-12-28,2024-12-13,4.97,4.96,4.94,4.99,5.0,4.89,4.84,C0200780491,f,1,1,0,0,2.59
195,15125756,https://www.airbnb.com/rooms/15125756,20241228025327,2024-12-28,city scrape,Prime location Harvard/Porter Sq,"Prime location between Harvard/Porter sq. King bed, en suite bathroom, offering good value for two people.  Off street family home, quiet yet yards away from all the action. The room is mostly taken up by the bed. There is ample cupboard and drawer space for a longer stay, a wall mounted 32 inch tv with access to Netflix and other streaming. Whilst quiet at night, it is occasionally noisy in the morning for a brief period when they collect the recycling from the restaurant behind.","Plenty of restaurants, cafes and bars are less than a minute away.",https://a0.muscache.com/pictures/558ec61f-b14a-4fb4-bd28-a36de8b5c528.jpg,3381894,https://www.airbnb.com/users/show/3381894,Serena,2012-08-26,"Cambridge, MA",,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User/original/675e6207-50da-4a2c-8aa4-5980bf0b34a6.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/675e6207-50da-4a2c-8aa4-5980bf0b34a6.jpeg?aki_policy=profile_x_medium,Cambridge,1,4,"['email', 'phone']",t,t,Neighborhood highlights,Neighborhood Nine,,42.38342,-71.12183,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,1.0,"[""Dishes and silverware"", ""Essentials"", ""Carbon monoxide alarm"", ""Heating"", ""Wifi"", ""Free street parking"", ""Microwave"", ""Books and reading material"", ""Air conditioning"", ""Refrigerator"", ""Bed linens"", ""Smoke alarm"", ""Hangers"", ""Iron"", ""32 inch TV with Netflix"", ""Shampoo"", ""Hair dryer"", ""Kitchen""]",$88.00,2,7,2,2,7,7,2.0,7.0,,t,21,37,63,63,2024-12-28,397,90,3,2016-10-04,2024-12-12,4.93,4.94,4.84,4.96,4.98,4.96,4.91,,f,1,0,1,0,3.96
196,15235520,https://www.airbnb.com/rooms/15235520,20241228025327,2024-12-28,previous scrape,One Bedroom Close to MIT (1532),"Comfortably furnished private room with private en-suite bathroom. Close to MIT, Harvard, and 10 minutes from downtown Boston by train. Secure building with live-in property manager..","Property is a five minute walk from Central Square Station, just one stop from Harvard on the Red Line.",https://a0.muscache.com/pictures/e58b4fef-9667-4620-9e4a-ca201e300493.jpg,51079261,https://www.airbnb.com/users/show/51079261,Riverside,2015-12-11,"Cambridge, MA","Temporary Housing available for College Students or Visiting Boston for Business or Pleasure. We have multiple locations throughout Cambridge/Boston. Weekly and monthly discounts for extended stay. 
2222 Mass Ave, Cambridge (a few blocks from Porter Square)
5 Lee Street, Cambridge (in the heart of Harvard Square)
11 - 15 Green Street, Cambridge ( 2 blocks from MIT and Central Square)
508 Beacon Street, Boston (across the bridge from MIT)",within a few hours,100%,100%,t,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_x_medium,Cambridge,57,60,['phone'],t,t,Neighborhood highlights,Cambridgeport,,42.3608,-71.0991,Private room in rental unit,Private room,2,,1 private bath,1.0,,"[""Essentials"", ""Heating"", ""Wifi"", ""Microwave"", ""Hot water"", ""Air conditioning"", ""Patio or balcony"", ""Refrigerator"", ""Fire extinguisher"", ""Bed linens"", ""Host greets you"", ""Smoke alarm"", ""Hangers"", ""TV"", ""Iron"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hair dryer""]",,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2024-12-28,57,0,0,2016-10-01,2019-12-04,4.74,4.84,4.88,4.93,4.93,4.96,4.74,10794,f,23,0,23,0,0.57
202,15512578,https://www.airbnb.com/rooms/15512578,20241228025327,2024-12-28,city scrape,private studio near Harvard/MIT,"My place has everything you need for a comfortable, easy stay in Cambridge: a  keyless entry to a completely separate studio space allows you to arrive anytime after 3,  so no worries if you arrive on the late side. You''ll find a queen sized bed, microwave/fridge/coffeemaker,  streaming TV, comfortable recliner and a desk chair for when you're working.  We're walking distance from Kendal, Central, and Harvard Squares.  On street parking in our neighborhood using our visitor pass, upon request.","Our neighborhood has a mix of younger professionals, families, and students. We're right next to a city park, 5 minutes from Central Square, and walking distance from Harvard Square and Kendal Square. Central Square has a big collection of restaurants, from alternative vegetarian to Indian, Chinese, the best sushi restaurant in Cambridge, and many more.",https://a0.muscache.com/pictures/06c8955d-ffc0-402b-9c7a-2cad37ebec95.jpg,11659356,https://www.airbnb.com/users/show/11659356,Sue,2014-01-26,"Cambridge, MA","When I travel, I want to feel comfortable and at home wherever I'm visiting, as much like I""m living there as possible.  That's what we've created here: a comfortable little home smack in the middle of Cambridge, 5 minutes from the MBTA subway system, and a lovely walk to Harvard in one direction and MIT/Kendal Square in the other.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User/original/34281e62-baa3-46ff-8b63-1dd927b0f247.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/34281e62-baa3-46ff-8b63-1dd927b0f247.jpeg?aki_policy=profile_x_medium,Cambridge,1,1,"['email', 'phone']",t,t,Neighborhood highlights,The Port,,42.36672,-71.09938,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Wifi"", ""Free street parking"", ""Self check-in"", ""Bed linens"", ""Carbon monoxide alarm"", ""Heating"", ""Shower gel"", ""Smoke alarm"", ""Smart lock"", ""TV with standard cable"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Coffee maker"", ""Private entrance"", ""Shampoo"", ""Extra pillows and blankets"", ""Microwave"", ""Air conditioning"", ""Fire extinguisher"", ""Iron"", ""Hair dryer""]",$150.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,17,37,53,280,2024-12-28,359,49,3,2017-02-05,2024-12-15,4.94,4.97,4.95,4.99,4.98,4.96,4.78,C0056470491,f,1,1,0,0,3.73
204,15788977,https://www.airbnb.com/rooms/15788977,20241228025327,2024-12-28,city scrape,"Harvard, MIT & RedLine to Boston!","We're proud to be Superhosts again! Thanks to our amazing guests for your support. <br /><br />Being loved by our guests is truly heartwarming, and we eagerly anticipate hosting even more amazing guests in the future. As a humble request, we kindly ask that you reach out to us before making a booking. We value the opportunity to get to know all our guests beforehand, as it help ensure that our home is a perfect fit for both host and  guest.<br /><br />We look forward to welcoming you to our home with open arms!","Right across from the Harvard Law School and from the corner of Longy School of Music, 4 minute walk to Harvard Square, this is truly a vibrant neighborhood yet residential. You are close to everything you need  to. We have cafe's (Starbucks and hi-rise), the famous falafel store- wrappro, Cambridge commons.<br /><br />Harvard Square Redline is 5 to 6 minutes walk or less.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTU3ODg5Nzc%3D/original/8412c234-eb20-40c2-aa93-023d071144d3.jpeg,102134649,https://www.airbnb.com/users/show/102134649,Cambridge,2016-11-01,"Cambridge, MA",A Boston based working professional who loves hosting. I love easy going friendly people. Hope to host you. ,within a few hours,100%,93%,t,https://a0.muscache.com/im/pictures/user/c92d5c8d-0674-4e8a-820e-588a4f155030.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c92d5c8d-0674-4e8a-820e-588a4f155030.jpg?aki_policy=profile_x_medium,Neighborhood Nine,2,9,"['email', 'phone']",t,t,Neighborhood highlights,Neighborhood Nine,,42.37850731590697,-71.12330363980884,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Wifi"", ""Self check-in"", ""Bed linens"", ""Freezer"", ""Conditioner"", ""Window AC unit"", ""Lockbox"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Laundromat nearby"", ""Paid street parking off premises"", ""Single level home"", ""Bathtub"", ""Body soap"", ""Drying rack for clothing"", ""Shower gel"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Wine glasses"", ""Smoke alarm"", ""Baking sheet"", ""First aid kit"", ""Luggage dropoff allowed"", ""Toaster"", ""Hot water"", ""Refrigerator"", ""Rice maker"", ""Dedicated workspace"", ""Room-darkening shades"", ""Hangers"", ""Coffee maker"", ""Central heating"", ""Dishes and silverware"", ""Blender"", ""Shampoo"", ""Dishwasher"", ""Extra pillows and blankets"", ""HDTV"", ""Hot water kettle"", ""Long term stays allowed"", ""Gas stove"", ""Cooking basics"", ""Indoor fireplace"", ""Microwave"", ""Paid washer \u2013 In building"", ""Books and reading material"", ""Clothing storage: closet and dresser"", ""Fire extinguisher"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$209.00,30,500,3,30,500,500,27.0,500.0,,t,30,60,90,365,2024-12-28,83,8,0,2016-12-02,2024-08-26,4.86,4.9,4.88,4.8,4.94,4.99,4.71,C0191060491,f,1,1,0,0,0.84
